id,dt,accel_x,accel_y,accel_z,accel_angle_x,accel_angle_y,accel_angle_z,angle_x,angle_y,angle_z,phase
277,0.031,-14524.0,3644.0,6692.0,12.84,62.32,0.0,12.94,62.98,-0.08,0
278,0.029999997,-14468.0,3600.0,6548.0,12.77,62.68,0.0,12.97,62.99,-0.04,0
279,0.029999997,-14524.0,3436.0,6560.0,12.17,62.98,0.0,12.89,63.05,-0.07,0
280,0.029999997,-14352.0,3516.0,6296.0,12.64,63.32,0.0,12.95,63.02,-0.08,0
281,0.031,-14472.0,3596.0,6488.0,12.78,62.86,0.0,12.97,62.96,-0.09,0
282,0.029999997,-14588.0,3704.0,6496.0,13.06,62.86,0.0,12.91,63.02,-0.12,0
283,0.029999997,-14520.0,3680.0,6484.0,13.03,62.82,0.0,12.88,63.02,-0.15,0
284,0.029999997,-14484.0,3692.0,6360.0,13.14,63.08,0.0,12.91,62.96,-0.15,0
285,0.031,-14432.0,3664.0,6532.0,13.02,62.57,0.0,12.88,62.98,-0.17,0
286,0.028999997,-14452.0,3632.0,6280.0,12.98,63.34,0.0,12.82,63.09,-0.18,0
287,0.029999997,-14512.0,3636.0,6316.0,12.94,63.33,0.0,12.82,63.04,-0.17,0
288,0.031,-14584.0,3708.0,6736.0,13.0,62.2,0.0,12.77,63.12,-0.2,0
289,0.028999997,-14736.0,3528.0,6368.0,12.39,63.71,0.0,12.71,63.13,-0.21,0
290,0.031,-14768.0,3800.0,6508.0,13.25,62.96,0.0,12.7,63.21,-0.25,0
291,0.029999997,-14528.0,3784.0,6336.0,13.43,63.07,0.0,12.64,63.27,-0.29,0
292,0.031,-14748.0,3700.0,6280.0,13.0,63.7,0.0,12.64,63.14,-0.3,0
293,0.028999997,-14460.0,3604.0,6396.0,12.84,63.08,0.0,12.62,63.35,-0.37,0
294,0.031,-12492.0,4548.0,7116.0,17.55,55.94,0.0,12.78,63.5,-0.58,0
295,0.029999997,-12948.0,5496.0,10784.0,18.06,46.93,0.0,14.59,60.87,-0.85,0
296,0.029999997,-19712.0,3936.0,4456.0,11.02,73.22,0.0,13.5,56.16,0.55,0
297,0.029999997,-13952.0,3768.0,10980.0,11.98,50.24,0.0,14.15,52.38,1.64,0
298,0.029999997,-16724.0,8196.0,13320.0,20.97,46.92,0.0,7.25,52.73,3.56,0
299,0.031,-12176.0,5336.0,10212.0,18.56,46.58,0.0,7.82,50.81,4.84,0
300,0.028999997,-14328.0,12892.0,9572.0,36.8,41.74,0.0,4.25,49.04,8.25,0
301,0.031,-11196.0,2592.0,12036.0,8.96,42.28,0.0,-2.93,48.16,10.57,0
302,0.031,-10936.0,-2856.0,22180.0,-6.59,26.06,0.0,-9.13,46.28,11.38,0
303,0.031,-8604.0,-12992.0,32767.0,-20.98,13.72,0.0,-14.55,40.89,10.19,0
304,0.032999996,-11688.0,1824.0,20968.0,4.35,29.04,0.0,-5.87,32.57,4.56,0
305,0.031,-11088.0,7052.0,12812.0,22.6,37.17,0.0,-4.19,26.56,3.67,0
306,0.031,-4432.0,-1360.0,14644.0,-5.08,16.77,0.0,-1.87,22.19,3.5,0
307,0.029999997,-2788.0,-540.0,22688.0,-1.35,7.0,0.0,-3.77,16.94,2.52,0
308,0.031,-5032.0,5132.0,18484.0,15.0,14.7,0.0,-5.27,10.47,2.33,0
309,0.031,-1256.0,3068.0,16936.0,10.24,4.17,0.0,-6.34,4.6,2.86,0
310,0.029999997,2100.0,972.0,15852.0,3.48,-7.53,0.0,-7.33,-1.0,4.05,0
311,0.029999997,4168.0,256.0,12148.0,1.14,-18.93,0.0,-9.64,-5.95,5.56,0
312,0.029999997,4256.0,2756.0,9244.0,15.15,-23.81,0.0,-10.28,-8.74,7.59,0
313,0.031,5228.0,-1384.0,14676.0,-5.08,-19.53,0.0,-11.07,-8.86,9.93,0
314,0.031,3336.0,656.0,17484.0,2.11,-10.79,0.0,-12.98,-7.91,12.92,0
315,0.031,1936.0,628.0,17396.0,2.05,-6.35,0.0,-13.16,-7.36,18.45,0
316,0.031,3204.0,-4044.0,20172.0,-11.2,-8.85,0.0,-12.2,-5.88,21.19,0
317,0.032,1984.0,-3920.0,20244.0,-10.91,-5.5,0.0,-9.8,-6.17,23.08,0
318,0.029999997,1604.0,-2664.0,17240.0,-8.75,-5.25,0.0,-8.59,-6.41,24.49,0
319,0.032,2564.0,-2132.0,21188.0,-5.7,-6.87,0.0,-7.31,-6.85,25.78,0
320,0.031,-396.0,-484.0,20520.0,-1.35,1.11,0.0,-7.06,-5.99,27.05,0
321,0.029999997,1008.0,-728.0,16692.0,-2.49,-3.45,0.0,-7.41,-6.12,28.22,0
322,0.032,720.0,668.0,12180.0,3.13,-3.38,0.0,-8.15,-5.53,28.89,0
323,0.029999997,920.0,-2584.0,15412.0,-9.5,-3.37,0.0,-6.74,-3.63,29.86,0
324,0.031,248.0,-2400.0,23364.0,-5.86,-0.6,0.0,-6.32,-2.56,30.07,0
325,0.029999997,-1468.0,-576.0,26364.0,-1.25,3.19,0.0,-8.16,-2.04,29.67,0
326,0.032,-44.0,-1440.0,15100.0,-5.45,0.17,0.0,-7.18,-2.47,28.86,0
327,0.031,1276.0,-1824.0,19072.0,-5.45,-3.81,0.0,-6.61,-2.35,28.15,0
328,0.031,1580.0,-1840.0,17468.0,-5.99,-5.14,0.0,-5.13,-2.69,27.19,0
329,0.031,4.0,824.0,18844.0,2.5,-0.01,0.0,-4.49,-2.66,26.56,0
330,0.028999997,1160.0,-1252.0,18120.0,-3.94,-3.65,0.0,-4.92,-2.52,26.14,0
331,0.032,916.0,-1088.0,19532.0,-3.18,-2.68,0.0,-4.64,-2.72,25.81,0
332,0.029999997,1208.0,-1420.0,18596.0,-4.36,-3.71,0.0,-3.66,-3.09,25.65,0
333,0.032,1600.0,-504.0,18280.0,-1.57,-5.0,0.0,-2.28,-3.58,25.31,0
334,0.031,1476.0,488.0,17644.0,1.58,-4.78,0.0,-0.94,-4.09,24.82,0
335,0.031,1524.0,2500.0,16968.0,8.35,-5.08,0.0,-0.4,-4.39,24.64,0
336,0.028999997,1652.0,-844.0,18736.0,-2.57,-5.03,0.0,-0.22,-4.83,24.5,0
337,0.032,2216.0,972.0,18452.0,2.99,-6.84,0.0,-0.37,-5.45,24.56,0
338,0.029999997,2056.0,-268.0,17708.0,-0.86,-6.62,0.0,-0.79,-5.76,24.67,0
339,0.031,2048.0,-56.0,19204.0,-0.17,-6.09,0.0,-0.97,-6.23,24.71,0
340,0.031,2412.0,-328.0,17640.0,-1.06,-7.78,0.0,-1.34,-6.63,24.74,0
341,0.031,2384.0,-520.0,18156.0,-1.63,-7.48,0.0,-1.84,-6.84,24.85,0
342,0.031,2368.0,-388.0,18664.0,-1.18,-7.23,0.0,-1.36,-7.18,24.75,0
343,0.029999997,2568.0,-488.0,17456.0,-1.58,-8.37,0.0,-1.4,-7.31,24.52,0
344,0.031,2944.0,-632.0,17944.0,-1.99,-9.31,0.0,-1.13,-7.34,24.07,0
345,0.032,2664.0,-100.0,18496.0,-0.31,-8.2,0.0,-0.15,-7.38,23.79,0
346,0.031,2468.0,284.0,17512.0,0.92,-8.02,0.0,0.59,-7.28,23.46,0
347,0.028999997,2532.0,484.0,18032.0,1.52,-7.99,0.0,1.08,-7.31,22.83,0
348,0.031,2156.0,944.0,18072.0,2.97,-6.79,0.0,-0.0,-7.2,22.63,0
349,0.029999997,2468.0,340.0,17160.0,1.12,-8.18,0.0,-0.68,-6.96,22.43,0
350,0.029999997,-8596.0,-10300.0,16172.0,-29.35,24.15,0.0,1.29,-6.86,25.05,0
351,0.032,-2812.0,-5788.0,23276.0,-13.87,6.69,0.0,-0.11,-5.94,26.58,0
352,0.032,652.0,-1376.0,16348.0,-4.81,-2.28,0.0,-1.26,-6.07,26.7,0
353,0.031,5760.0,2860.0,16724.0,9.18,-18.75,0.0,-0.88,-6.79,27.44,0
354,0.029999997,3184.0,-1872.0,16832.0,-6.24,-10.65,0.0,0.26,-7.47,27.99,0
355,0.032,2964.0,2516.0,17616.0,8.02,-9.46,0.0,1.45,-7.74,28.25,0
356,0.031,2892.0,1116.0,22068.0,2.87,-7.46,0.0,3.43,-7.7,27.87,0
357,0.028999997,-688.0,-712.0,8040.0,-5.04,4.87,0.0,2.52,-6.68,26.63,0
358,0.031,3392.0,2812.0,18952.0,8.31,-10.04,0.0,3.81,-6.8,26.06,0
359,0.031,3548.0,4576.0,17604.0,14.3,-11.04,0.0,5.72,-7.07,25.46,0
360,0.031,3388.0,5192.0,17648.0,16.12,-10.44,0.0,6.6,-7.45,25.14,0
361,0.029999997,3700.0,5832.0,17536.0,18.03,-11.32,0.0,6.06,-7.85,24.64,0
362,0.031,4092.0,5616.0,17544.0,17.31,-12.52,0.0,5.61,-8.86,24.37,0
363,0.031,2256.0,4648.0,17540.0,14.73,-7.09,0.0,4.8,-8.82,24.05,0
364,0.031,3532.0,4460.0,19284.0,12.82,-10.12,0.0,3.05,-9.24,24.06,0
365,0.031,2888.0,3076.0,16472.0,10.42,-9.78,0.0,1.66,-10.44,24.26,0
366,0.031,3532.0,2192.0,18568.0,6.62,-10.7,0.0,1.1,-10.93,24.36,0
367,0.031,3532.0,2164.0,14844.0,8.07,-13.25,0.0,-0.15,-11.39,24.86,0
368,0.031,3828.0,-36.0,15768.0,-0.13,-13.65,0.0,-1.08,-11.73,25.12,0
369,0.031,3344.0,-312.0,15816.0,-1.11,-11.94,0.0,-1.96,-11.75,25.33,0
370,0.032,2976.0,-428.0,16168.0,-1.49,-10.43,0.0,-2.93,-11.6,26.19,0
371,0.031,1976.0,1088.0,14644.0,4.21,-7.66,0.0,-2.47,-11.31,26.67,0
372,0.031,-72.0,3408.0,19492.0,9.92,0.21,0.0,-0.79,-9.81,26.86,0
373,0.029999997,644.0,1432.0,21080.0,3.88,-1.75,0.0,0.26,-9.09,27.15,0
374,0.031,1508.0,2892.0,16796.0,9.73,-5.06,0.0,0.83,-9.02,27.95,0
375,0.028999997,2976.0,720.0,15640.0,2.59,-10.76,0.0,0.12,-9.42,28.59,0
376,0.031,2500.0,1140.0,16540.0,3.9,-8.58,0.0,-1.99,-9.68,28.87,0
377,0.031,4228.0,644.0,19972.0,1.81,-11.95,0.0,-3.38,-10.64,29.39,0
378,0.031,4444.0,12.0,21252.0,0.03,-11.81,0.0,-4.49,-11.26,29.46,0
379,0.029999997,4184.0,584.0,18212.0,1.79,-12.93,0.0,-5.2,-12.17,30.04,0
380,0.031,5152.0,-1004.0,17396.0,-3.17,-16.47,0.0,-6.13,-13.21,30.88,0
381,0.032,5160.0,-1260.0,16760.0,-4.11,-17.07,0.0,-7.28,-14.0,31.49,0
382,0.032,4836.0,-1752.0,17608.0,-5.48,-15.29,0.0,-8.61,-14.62,32.01,0
383,0.031,4736.0,-1696.0,16972.0,-5.5,-15.52,0.0,-9.68,-15.4,32.3,0
384,0.032,3696.0,-3108.0,17872.0,-9.66,-11.52,0.0,-11.2,-15.83,32.41,0
385,0.032999996,5376.0,-2908.0,17108.0,-9.21,-17.21,0.0,-12.65,-16.51,33.16,0
386,0.032,5748.0,-3380.0,17260.0,-10.53,-18.1,0.0,-13.56,-17.36,33.72,0
387,0.031,5680.0,-3444.0,17276.0,-10.72,-17.87,0.0,-13.8,-18.28,34.34,0
388,0.032999996,6632.0,-4572.0,16636.0,-14.32,-21.03,0.0,-13.63,-19.37,35.02,0
389,0.032,6316.0,-3512.0,16224.0,-11.4,-20.83,0.0,-13.15,-20.15,35.52,0
390,0.032999996,6432.0,-3444.0,15120.0,-11.84,-22.53,0.0,-12.9,-21.0,35.74,0
391,0.031,6792.0,-2440.0,15744.0,-8.1,-23.09,0.0,-12.6,-21.48,36.02,0
392,0.032,7120.0,-4004.0,15192.0,-13.42,-24.38,0.0,-12.24,-21.71,36.31,0
393,0.032999996,6528.0,-4016.0,16212.0,-12.94,-21.35,0.0,-12.18,-21.23,36.32,0
394,0.032,6188.0,-3632.0,16936.0,-11.39,-19.66,0.0,-12.22,-20.68,36.06,0
395,0.032,6064.0,-3384.0,16580.0,-10.85,-19.72,0.0,-12.11,-20.14,36.17,0
396,0.032,5848.0,-3552.0,15464.0,-12.13,-20.23,0.0,-12.15,-19.45,36.3,0
397,0.032999996,5392.0,-3204.0,17640.0,-9.85,-16.74,0.0,-11.82,-18.88,36.29,0
398,0.032,6096.0,-3828.0,17128.0,-11.89,-19.15,0.0,-11.74,-18.49,36.27,0
399,0.032,5952.0,-3512.0,17844.0,-10.58,-18.12,0.0,-11.72,-18.1,36.15,0
400,0.032,5692.0,-3456.0,17184.0,-10.81,-17.99,0.0,-11.48,-17.96,36.15,0
401,0.032,5492.0,-3760.0,16488.0,-12.21,-17.99,0.0,-11.39,-17.69,36.07,0
402,0.032999996,5428.0,-3152.0,17248.0,-9.89,-17.2,0.0,-11.16,-17.38,35.93,0
403,0.031,5284.0,-3092.0,16380.0,-10.18,-17.59,0.0,-11.14,-17.02,36.02,0
404,0.032999996,5396.0,-3392.0,17252.0,-10.63,-17.06,0.0,-11.18,-16.5,36.01,0
405,0.032,5192.0,-3100.0,17448.0,-9.66,-16.33,0.0,-11.1,-16.05,35.93,0
406,0.032,4756.0,-2728.0,16560.0,-9.0,-15.82,0.0,-11.01,-15.7,36.09,0
407,0.032,4856.0,-3368.0,17480.0,-10.52,-15.26,0.0,-11.25,-15.23,36.29,0
408,0.032,4764.0,-3548.0,17476.0,-11.08,-14.96,0.0,-11.37,-14.85,36.4,0
409,0.032999996,4684.0,-3564.0,17460.0,-11.15,-14.73,0.0,-11.38,-14.52,36.46,0
410,0.032,4656.0,-3588.0,17668.0,-11.11,-14.48,0.0,-11.43,-14.18,36.53,0
411,0.032,4536.0,-3532.0,17932.0,-10.81,-13.94,0.0,-11.4,-13.91,36.5,0
412,0.032,4428.0,-3568.0,17092.0,-11.42,-14.23,0.0,-11.32,-13.67,36.52,0
413,0.032999996,4328.0,-3224.0,17756.0,-10.0,-13.49,0.0,-11.09,-13.49,36.48,0
414,0.032,4256.0,-3312.0,17128.0,-10.63,-13.71,0.0,-10.84,-13.38,36.46,0
415,0.032,4316.0,-2984.0,17416.0,-9.44,-13.73,0.0,-10.68,-13.27,36.42,0
416,0.032,4096.0,-3304.0,16992.0,-10.7,-13.31,0.0,-10.65,-13.1,36.5,0
417,0.032,4384.0,-3288.0,18028.0,-10.05,-13.45,0.0,-10.6,-13.05,36.54,0
418,0.032999996,4340.0,-3112.0,17136.0,-9.98,-13.99,0.0,-10.55,-13.09,36.59,0
419,0.031,4260.0,-3112.0,16996.0,-10.07,-13.85,0.0,-10.62,-13.08,36.53,0
420,0.032,4252.0,-3428.0,17424.0,-10.82,-13.47,0.0,-10.63,-13.05,36.53,0
421,0.032999996,4152.0,-3504.0,17424.0,-11.07,-13.15,0.0,-10.63,-12.95,36.48,0
422,0.032,4336.0,-3524.0,17708.0,-10.94,-13.5,0.0,-10.69,-12.95,36.43,0
423,0.032,4160.0,-3156.0,17848.0,-9.77,-12.93,0.0,-10.76,-12.89,36.39,0
424,0.032,4184.0,-3304.0,17416.0,-10.45,-13.28,0.0,-10.81,-12.91,36.32,0
425,0.032999996,4116.0,-3292.0,17480.0,-10.39,-13.03,0.0,-10.77,-12.95,36.22,0
426,0.032,4044.0,-3132.0,17376.0,-9.96,-12.9,0.0,-10.75,-13.02,36.18,0
427,0.031,4284.0,-3296.0,17456.0,-10.39,-13.56,0.0,-10.78,-13.08,36.13,0
428,0.032999996,4276.0,-3132.0,17368.0,-9.93,-13.62,0.0,-10.73,-13.16,36.07,0
429,0.032,4188.0,-3480.0,17272.0,-11.08,-13.37,0.0,-10.82,-13.18,36.02,0
430,0.032999996,4220.0,-3200.0,17548.0,-10.05,-13.31,0.0,-10.85,-13.26,35.99,0
431,0.032,4308.0,-3528.0,17140.0,-11.29,-13.83,0.0,-10.83,-13.3,35.98,0
432,0.031,4396.0,-3248.0,17632.0,-10.13,-13.78,0.0,-10.71,-13.35,35.94,0
433,0.032999996,4472.0,-3336.0,17148.0,-10.66,-14.36,0.0,-10.51,-13.4,35.93,0
434,0.032,4340.0,-3252.0,17588.0,-10.18,-13.64,0.0,-10.39,-13.39,35.93,0
435,0.032999996,4300.0,-3100.0,17408.0,-9.81,-13.67,0.0,-10.31,-13.44,35.93,0
436,0.031,4296.0,-3348.0,17204.0,-10.69,-13.77,0.0,-10.22,-13.42,35.93,0
437,0.032999996,4328.0,-3000.0,17664.0,-9.37,-13.58,0.0,-10.07,-13.43,35.89,0
438,0.032,4460.0,-3088.0,17764.0,-9.57,-13.89,0.0,-10.12,-13.4,35.94,0
439,0.032,4476.0,-2908.0,16896.0,-9.45,-14.63,0.0,-10.27,-13.49,36.09,0
440,0.031,4384.0,-3500.0,17648.0,-10.89,-13.69,0.0,-10.2,-13.6,35.99,0
441,0.032999996,4564.0,-3324.0,17896.0,-10.2,-14.08,0.0,-10.11,-13.73,36.04,0
442,0.032,4376.0,-3096.0,17908.0,-9.53,-13.54,0.0,-9.69,-13.96,36.17,0
443,0.032,9764.0,-832.0,5948.0,-4.16,-58.4,0.0,-5.82,-16.33,36.67,0
444,0.031,4300.0,-1736.0,16964.0,-5.67,-14.15,0.0,-4.85,-16.42,36.63,0
445,0.032,4564.0,-2020.0,16908.0,-6.58,-15.0,0.0,-4.57,-16.43,36.45,0
446,0.032,4620.0,-2156.0,17340.0,-6.85,-14.81,0.0,-4.62,-16.31,36.33,0
447,0.032,4744.0,-2052.0,17648.0,-6.41,-14.95,0.0,-4.54,-16.27,36.35,0
448,0.031,4712.0,-2224.0,17148.0,-7.13,-15.24,0.0,-4.54,-16.18,36.35,0
449,0.032,4636.0,-2196.0,17788.0,-6.81,-14.5,0.0,-4.43,-16.03,36.36,0
450,0.032,4668.0,-1960.0,17804.0,-6.08,-14.61,0.0,-4.03,-15.9,36.53,0
451,0.031,4672.0,-2020.0,17304.0,-6.43,-15.01,0.0,-3.61,-15.78,36.59,0
452,0.032,4440.0,-1672.0,17924.0,-5.17,-13.86,0.0,-3.28,-15.65,36.62,0
453,0.032,4352.0,-1136.0,17776.0,-3.55,-13.73,0.0,-2.62,-15.51,37.01,0
454,0.032,4580.0,-2024.0,18160.0,-6.17,-14.07,0.0,-1.96,-15.42,37.35,0
455,0.029999997,4404.0,-812.0,17380.0,-2.59,-14.2,0.0,-1.18,-15.34,37.75,0
456,0.032,4484.0,-776.0,17428.0,-2.47,-14.41,0.0,-0.69,-15.14,38.61,0
457,0.032,4432.0,-772.0,17872.0,-2.4,-13.92,0.0,0.1,-15.1,39.68,0
458,0.031,4376.0,-1616.0,16872.0,-5.3,-14.48,0.0,0.53,-15.18,40.31,0
459,0.031,4568.0,-576.0,17500.0,-1.82,-14.62,0.0,0.95,-15.3,40.8,0
460,0.032,4424.0,-984.0,17792.0,-3.07,-13.94,0.0,1.36,-15.23,41.33,0
461,0.031,4544.0,-536.0,17660.0,-1.68,-14.42,0.0,1.85,-15.22,41.65,0
462,0.032,4660.0,-560.0,18008.0,-1.72,-14.5,0.0,2.41,-15.24,41.92,0
463,0.029999997,4524.0,-268.0,17352.0,-0.86,-14.61,0.0,2.61,-15.21,42.1,0
464,0.031,4612.0,-80.0,17612.0,-0.25,-14.67,0.0,2.76,-15.1,42.31,0
465,0.032,4564.0,48.0,17516.0,0.15,-14.6,0.0,2.61,-14.87,42.44,0
466,0.028999997,4336.0,164.0,17696.0,0.52,-13.77,0.0,2.51,-14.65,42.64,0
467,0.031,4276.0,-248.0,17320.0,-0.8,-13.87,0.0,2.55,-14.39,42.82,0
468,0.032,4260.0,-96.0,18016.0,-0.3,-13.3,0.0,2.33,-14.0,42.91,0
469,0.031,4396.0,-444.0,17932.0,-1.38,-13.77,0.0,2.23,-13.65,42.95,0
470,0.031,4512.0,-552.0,17816.0,-1.72,-14.21,0.0,1.81,-12.94,43.05,0
471,0.031,3764.0,-288.0,17932.0,-0.9,-11.85,0.0,0.03,-11.57,42.89,0
472,0.031,3332.0,-1264.0,18312.0,-3.89,-10.29,0.0,-0.85,-10.2,42.86,0
473,0.032,2812.0,-1428.0,18660.0,-4.33,-8.55,0.0,-2.31,-8.9,42.72,0
474,0.031,2560.0,-1540.0,18472.0,-4.72,-7.86,0.0,-3.05,-7.87,42.56,0
475,0.031,2112.0,-944.0,18952.0,-2.83,-6.35,0.0,-3.12,-7.13,42.52,0
476,0.032,2220.0,-1464.0,17696.0,-4.69,-7.13,0.0,-3.11,-6.54,42.52,0
477,0.031,1976.0,-1112.0,18532.0,-3.41,-6.08,0.0,-3.0,-5.97,42.43,0
478,0.031,1804.0,-1040.0,18396.0,-3.22,-5.59,0.0,-2.87,-5.58,42.4,0
479,0.031,1776.0,-1252.0,18540.0,-3.85,-5.46,0.0,-2.7,-5.25,42.38,0
480,0.031,1684.0,-876.0,18060.0,-2.76,-5.32,0.0,-2.17,-4.92,42.25,0
481,0.031,1620.0,-776.0,18412.0,-2.4,-5.02,0.0,-1.76,-4.74,42.18,0
482,0.031,1652.0,-544.0,18236.0,-1.7,-5.17,0.0,-1.35,-4.67,42.12,0
483,0.031,1596.0,-584.0,17872.0,-1.86,-5.1,0.0,-1.2,-4.57,42.13,0
484,0.031,1740.0,-552.0,18980.0,-1.66,-5.24,0.0,-1.04,-4.57,42.02,0
485,0.031,1472.0,-680.0,18384.0,-2.11,-4.57,0.0,-0.93,-4.42,42.0,0
486,0.031,1416.0,-308.0,18420.0,-0.96,-4.4,0.0,-0.88,-4.29,41.96,0
487,0.031,1564.0,-704.0,18248.0,-2.2,-4.9,0.0,-0.86,-4.23,41.93,0
488,0.031,1568.0,-436.0,18016.0,-1.38,-4.97,0.0,-0.81,-4.16,41.91,0
489,0.029999997,1308.0,-116.0,18300.0,-0.36,-4.09,0.0,-0.77,-4.1,41.89,0
490,0.032,1336.0,-352.0,17864.0,-1.13,-4.28,0.0,-0.76,-4.05,41.91,0
491,0.031,1428.0,-372.0,18372.0,-1.16,-4.44,0.0,-0.83,-4.07,41.89,0
492,0.029999997,1388.0,-624.0,18152.0,-1.96,-4.37,0.0,-0.89,-4.08,41.88,0
493,0.031,1412.0,-532.0,18328.0,-1.66,-4.4,0.0,-0.74,-4.07,41.83,0
494,0.031,1372.0,-440.0,18052.0,-1.39,-4.34,0.0,-0.72,-4.07,41.81,0
495,0.032,1376.0,-268.0,18076.0,-0.85,-4.35,0.0,-0.85,-4.06,41.73,0
496,0.029999997,1224.0,-312.0,18304.0,-0.97,-3.83,0.0,-0.84,-4.05,41.7,0
497,0.031,1584.0,-576.0,18092.0,-1.82,-5.0,0.0,-0.77,-4.09,41.67,0
498,0.031,1288.0,-276.0,18152.0,-0.87,-4.06,0.0,-0.82,-4.05,41.68,0
499,0.031,1400.0,-396.0,18364.0,-1.23,-4.36,0.0,-0.88,-4.07,41.69,0
500,0.031,1408.0,-600.0,18432.0,-1.86,-4.37,0.0,-0.87,-4.09,41.68,0
501,0.031,1412.0,-264.0,18140.0,-0.83,-4.45,0.0,-0.77,-4.14,41.62,0
502,0.031,1308.0,-60.0,18052.0,-0.19,-4.14,0.0,-0.87,-4.24,41.61,0
503,0.029999997,1564.0,-872.0,18408.0,-2.7,-4.85,0.0,-0.86,-4.22,41.61,0
504,0.031,1200.0,-12.0,18144.0,-0.04,-3.78,0.0,-0.86,-4.21,41.62,0
505,0.031,1316.0,-556.0,18148.0,-1.75,-4.15,0.0,-0.89,-4.22,41.64,0
506,0.032,1324.0,-412.0,18468.0,-1.27,-4.1,0.0,-0.92,-4.22,41.63,0
507,0.029999997,1384.0,-360.0,18236.0,-1.13,-4.34,0.0,-0.91,-4.21,41.63,0
508,0.031,1344.0,-376.0,18024.0,-1.19,-4.26,0.0,-0.89,-4.19,41.59,0
509,0.031,1336.0,-200.0,18044.0,-0.63,-4.23,0.0,-0.87,-4.14,41.59,0
510,0.029999997,1284.0,-352.0,18372.0,-1.09,-4.0,0.0,-0.84,-4.13,41.59,0
511,0.032,1428.0,-380.0,18228.0,-1.19,-4.48,0.0,-0.79,-4.1,41.54,0
512,0.031,1244.0,-80.0,17972.0,-0.25,-3.96,0.0,-0.79,-4.1,41.55,0
513,0.031,1424.0,-388.0,18292.0,-1.21,-4.45,0.0,-0.96,-4.09,41.54,0
514,0.029999997,1328.0,-364.0,18308.0,-1.14,-4.15,0.0,-0.93,-4.09,41.51,0
515,0.031,1452.0,-216.0,18132.0,-0.68,-4.58,0.0,-0.84,-4.09,41.46,0
516,0.031,1364.0,-300.0,18136.0,-0.95,-4.3,0.0,-0.76,-4.06,41.45,0
517,0.032,1256.0,-244.0,18076.0,-0.77,-3.97,0.0,-0.68,-4.01,41.42,0
518,0.029999997,1340.0,-100.0,18152.0,-0.31,-4.22,0.0,-0.66,-4.01,41.4,0
519,0.031,1300.0,-424.0,18240.0,-1.33,-4.08,0.0,-0.64,-3.93,41.38,0
520,0.031,1316.0,-148.0,18120.0,-0.47,-4.15,0.0,-0.55,-3.88,41.36,0
521,0.029999997,1324.0,-276.0,18244.0,-0.86,-4.15,0.0,-0.57,-3.78,41.31,0
522,0.032,1228.0,-300.0,18172.0,-0.94,-3.87,0.0,-0.5,-3.68,41.26,0
523,0.031,1256.0,48.0,18120.0,0.15,-3.97,0.0,-0.51,-3.54,41.21,0
524,0.029999997,1184.0,-168.0,18588.0,-0.52,-3.64,0.0,-0.52,-3.4,41.13,0
525,0.031,1176.0,-184.0,18244.0,-0.58,-3.69,0.0,-0.33,-3.31,41.1,0
526,0.031,1048.0,16.0,18216.0,0.05,-3.29,0.0,-0.1,-3.19,41.02,0
527,0.029999997,1040.0,92.0,18180.0,0.29,-3.27,0.0,0.1,-3.08,41.0,0
528,0.028999997,1076.0,-372.0,17856.0,-1.19,-3.45,0.0,0.34,-3.02,40.92,0
529,0.031,984.0,248.0,18404.0,0.77,-3.06,0.0,0.58,-2.93,40.9,0
530,0.031,1052.0,44.0,17852.0,0.14,-3.37,0.0,0.76,-2.86,40.9,0
531,0.029999997,1128.0,8.0,18416.0,0.02,-3.51,0.0,0.87,-2.69,40.83,0
532,0.028999997,848.0,348.0,18320.0,1.09,-2.65,0.0,1.06,-2.57,40.76,0
533,0.029999997,904.0,224.0,18060.0,0.71,-2.87,0.0,1.15,-2.45,40.73,0
534,0.029999997,1012.0,224.0,17872.0,0.72,-3.24,0.0,1.22,-2.27,40.71,0
535,0.029999997,1248.0,148.0,19284.0,0.44,-3.7,0.0,1.33,-2.4,40.64,0
536,0.029999997,520.0,676.0,18380.0,2.11,-1.62,0.0,1.5,-2.18,40.57,0
537,0.029999997,756.0,520.0,18044.0,1.65,-2.4,0.0,1.6,-1.98,40.6,0
538,0.028999997,548.0,580.0,18208.0,1.82,-1.72,0.0,1.76,-1.78,40.61,0
539,0.031,604.0,568.0,18112.0,1.8,-1.91,0.0,1.83,-1.54,40.67,0
540,0.029999997,348.0,628.0,18212.0,1.97,-1.09,0.0,1.79,-1.28,40.7,0
541,0.029999997,252.0,544.0,18464.0,1.69,-0.78,0.0,1.83,-1.03,40.7,0
542,0.028999997,360.0,660.0,18060.0,2.09,-1.14,0.0,1.81,-0.69,40.75,0
543,0.029999997,180.0,692.0,18588.0,2.13,-0.55,0.0,1.86,-0.51,40.72,0
544,0.031,320.0,412.0,18016.0,1.31,-1.02,0.0,1.94,-0.35,40.65,0
545,0.028999997,68.0,940.0,18244.0,2.95,-0.21,0.0,1.92,-0.19,40.63,0
546,0.029999997,256.0,460.0,18320.0,1.44,-0.8,0.0,1.91,-0.12,40.6,0
547,0.029999997,112.0,712.0,18472.0,2.21,-0.35,0.0,1.9,-0.07,40.58,0
548,0.028999997,72.0,656.0,18208.0,2.06,-0.23,0.0,1.99,-0.1,40.61,0
