id,dt,accel_x,accel_y,accel_z,accel_angle_x,accel_angle_y,accel_angle_z,angle_x,angle_y,angle_z,phase
1363,0.029999997,224.0,-148.0,18396.0,-0.46,-0.7,0.0,-0.38,-0.61,35.22,0
1364,0.031,220.0,40.0,18104.0,0.13,-0.7,0.0,-0.39,-0.63,35.21,0
1365,0.031,144.0,-212.0,18280.0,-0.66,-0.45,0.0,-0.46,-0.62,35.2,0
1366,0.029999997,352.0,-204.0,18336.0,-0.64,-1.1,0.0,-0.49,-0.64,35.2,0
1367,0.029999997,192.0,-68.0,18224.0,-0.21,-0.6,0.0,-0.48,-0.63,35.17,0
1368,0.031,228.0,-116.0,18096.0,-0.37,-0.72,0.0,-0.59,-0.63,35.16,0
1369,0.031,216.0,-272.0,18316.0,-0.85,-0.68,0.0,-0.51,-0.62,35.14,0
1370,0.029999997,160.0,-88.0,18188.0,-0.28,-0.5,0.0,-0.49,-0.6,35.12,0
1371,0.031,148.0,-64.0,18196.0,-0.2,-0.47,0.0,-0.52,-0.6,35.13,0
1372,0.029999997,288.0,-312.0,18308.0,-0.98,-0.9,0.0,-0.51,-0.6,35.12,0
1373,0.031,276.0,-172.0,18296.0,-0.54,-0.86,0.0,-0.45,-0.59,35.11,0
1374,0.029999997,224.0,-128.0,18228.0,-0.4,-0.7,0.0,-0.49,-0.6,35.1,0
1375,0.031,276.0,-84.0,18012.0,-0.27,-0.88,0.0,-0.58,-0.61,35.08,0
1376,0.031,220.0,-284.0,18240.0,-0.89,-0.69,0.0,-0.54,-0.59,35.06,0
1377,0.029999997,160.0,8.0,18252.0,0.03,-0.5,0.0,-0.53,-0.58,35.05,0
1378,0.029999997,200.0,-52.0,18356.0,-0.16,-0.62,0.0,-0.66,-0.56,35.03,0
1379,0.031,160.0,-248.0,18444.0,-0.77,-0.5,0.0,-0.63,-0.55,35.03,0
1380,0.031,180.0,-120.0,18212.0,-0.38,-0.57,0.0,-0.6,-0.54,35.02,0
1381,0.029999997,180.0,-196.0,18316.0,-0.61,-0.56,0.0,-0.67,-0.54,35.02,0
1382,0.031,160.0,-248.0,18180.0,-0.78,-0.5,0.0,-0.75,-0.53,35.01,0
1383,0.031,76.0,-200.0,18052.0,-0.63,-0.24,0.0,-0.73,-0.52,35.01,0
1384,0.028999997,208.0,-20.0,18016.0,-0.06,-0.66,0.0,-0.81,-0.52,34.98,0
1385,0.031,208.0,-384.0,18400.0,-1.2,-0.65,0.0,-0.85,-0.53,34.98,0
1386,0.031,168.0,-116.0,18364.0,-0.36,-0.52,0.0,-0.77,-0.53,34.95,0
1387,0.031,236.0,-68.0,18096.0,-0.22,-0.75,0.0,-0.77,-0.53,34.95,0
1388,0.029999997,8.0,-312.0,18280.0,-0.98,-0.03,0.0,-0.9,-0.49,34.93,0
1389,0.029999997,248.0,-444.0,18404.0,-1.38,-0.77,0.0,-0.89,-0.48,34.93,0
1390,0.031,204.0,-188.0,18136.0,-0.59,-0.64,0.0,-0.88,-0.48,34.93,0
1391,0.029999997,128.0,-252.0,18328.0,-0.79,-0.4,0.0,-0.92,-0.46,34.91,0
1392,0.031,56.0,-356.0,18520.0,-1.1,-0.17,0.0,-0.95,-0.43,34.91,0
1393,0.031,348.0,-292.0,18064.0,-0.93,-1.1,0.0,-0.85,-0.45,34.91,0
1394,0.031,4.0,88.0,18368.0,0.27,-0.01,0.0,-0.7,-0.45,34.87,0
1395,0.027999999,168.0,-348.0,18176.0,-1.1,-0.53,0.0,-0.73,-0.45,34.87,0
1396,0.031,188.0,-272.0,18108.0,-0.86,-0.59,0.0,-0.7,-0.45,34.87,0
1397,0.031,304.0,-232.0,18168.0,-0.73,-0.96,0.0,-0.7,-0.45,34.86,0
1398,0.029999997,256.0,-136.0,18260.0,-0.43,-0.8,0.0,-0.61,-0.45,34.86,0
1399,0.031,148.0,-140.0,18252.0,-0.44,-0.46,0.0,-0.68,-0.44,34.87,0
1400,0.031,208.0,-124.0,18300.0,-0.39,-0.65,0.0,-0.63,-0.47,34.88,0
1401,0.031,388.0,-132.0,18148.0,-0.42,-1.22,0.0,-0.59,-0.48,34.86,0
1402,0.029999997,224.0,-208.0,18236.0,-0.65,-0.7,0.0,-0.55,-0.49,34.87,0
1403,0.031,164.0,-152.0,18112.0,-0.48,-0.52,0.0,-0.54,-0.48,34.85,0
1404,0.031,116.0,-252.0,18040.0,-0.8,-0.37,0.0,-0.53,-0.47,34.84,0
1405,0.029999997,188.0,-36.0,18268.0,-0.11,-0.59,0.0,-0.51,-0.46,34.83,0
1406,0.031,244.0,-124.0,18048.0,-0.39,-0.77,0.0,-0.57,-0.47,34.81,0
1407,0.031,164.0,-224.0,18196.0,-0.71,-0.52,0.0,-0.56,-0.47,34.81,0
1408,0.031,224.0,-192.0,18252.0,-0.6,-0.7,0.0,-0.54,-0.47,34.8,0
1409,0.028999997,48.0,-128.0,18200.0,-0.4,-0.15,0.0,-0.6,-0.44,34.8,0
1410,0.031,96.0,-188.0,18236.0,-0.59,-0.3,0.0,-0.53,-0.45,34.79,0
1411,0.031,232.0,-176.0,18232.0,-0.55,-0.73,0.0,-0.47,-0.45,34.79,0
1412,0.029999997,92.0,-52.0,18096.0,-0.16,-0.29,0.0,-0.47,-0.43,34.77,0
1413,0.029999997,128.0,-136.0,18252.0,-0.43,-0.4,0.0,-0.52,-0.42,34.76,0
1414,0.031,196.0,-144.0,18224.0,-0.45,-0.62,0.0,-0.5,-0.42,34.75,0
1415,0.031,196.0,-96.0,18100.0,-0.3,-0.62,0.0,-0.48,-0.42,34.74,0
1416,0.029999997,172.0,-216.0,18264.0,-0.68,-0.54,0.0,-0.54,-0.42,34.73,0
1417,0.031,80.0,-196.0,18184.0,-0.62,-0.25,0.0,-0.54,-0.41,34.72,0
1418,0.031,164.0,-152.0,18264.0,-0.48,-0.51,0.0,-0.49,-0.43,34.7,0
1419,0.031,140.0,-120.0,18296.0,-0.38,-0.44,0.0,-0.5,-0.43,34.7,0
1420,0.029999997,124.0,-220.0,18336.0,-0.69,-0.39,0.0,-0.52,-0.42,34.69,0
1421,0.029999997,176.0,-204.0,18412.0,-0.63,-0.55,0.0,-0.54,-0.4,34.68,0
1422,0.031,116.0,-220.0,18216.0,-0.69,-0.36,0.0,-0.46,-0.39,34.67,0
1423,0.029999997,40.0,-76.0,17944.0,-0.24,-0.13,0.0,-0.52,-0.38,34.67,0
1424,0.031,60.0,-304.0,18248.0,-0.95,-0.19,0.0,-0.49,-0.39,34.67,0
1425,0.031,220.0,0.0,18108.0,0.0,-0.7,0.0,-0.51,-0.4,34.67,0
1426,0.028999997,292.0,-212.0,18400.0,-0.66,-0.91,0.0,-0.54,-0.41,34.67,0
1427,0.029999997,176.0,-96.0,18324.0,-0.3,-0.55,0.0,-0.52,-0.39,34.65,0
1428,0.031,220.0,-84.0,18280.0,-0.26,-0.69,0.0,-0.49,-0.4,34.63,0
1429,0.031,116.0,-92.0,18012.0,-0.29,-0.37,0.0,-0.5,-0.39,34.62,0
1430,0.029999997,120.0,-276.0,18284.0,-0.86,-0.38,0.0,-0.56,-0.38,34.6,0
1431,0.031,124.0,-20.0,18308.0,-0.06,-0.39,0.0,-0.57,-0.39,34.6,0
1432,0.029999997,240.0,-252.0,18116.0,-0.8,-0.76,0.0,-0.56,-0.41,34.6,0
1433,0.029999997,84.0,-172.0,18408.0,-0.54,-0.26,0.0,-0.52,-0.39,34.58,0
1434,0.031,160.0,80.0,18052.0,0.25,-0.51,0.0,-0.49,-0.41,34.56,0
1435,0.029999997,144.0,-368.0,18572.0,-1.14,-0.44,0.0,-0.59,-0.42,34.56,0
1436,0.031,240.0,-248.0,18268.0,-0.78,-0.75,0.0,-0.57,-0.43,34.55,0
1437,0.029999997,188.0,-20.0,18084.0,-0.06,-0.6,0.0,-0.58,-0.44,34.53,0
1438,0.031,36.0,-128.0,18160.0,-0.4,-0.11,0.0,-0.57,-0.45,34.54,0
1439,0.029999997,264.0,-324.0,18364.0,-1.01,-0.82,0.0,-0.53,-0.47,34.54,0
1440,0.029999997,180.0,-104.0,18104.0,-0.33,-0.57,0.0,-0.56,-0.47,34.52,0
1441,0.031,136.0,-168.0,18288.0,-0.53,-0.43,0.0,-0.62,-0.48,34.52,0
1442,0.031,232.0,-304.0,18256.0,-0.95,-0.73,0.0,-0.61,-0.48,34.5,0
1443,0.031,176.0,-100.0,18100.0,-0.32,-0.56,0.0,-0.59,-0.49,34.52,0
1444,0.029999997,180.0,-164.0,17932.0,-0.52,-0.58,0.0,-0.61,-0.49,34.49,0
1445,0.031,184.0,-216.0,18180.0,-0.68,-0.58,0.0,-0.56,-0.52,34.49,0
1446,0.031,312.0,-100.0,18140.0,-0.32,-0.99,0.0,-0.52,-0.53,34.49,0
1447,0.031,280.0,-220.0,18288.0,-0.69,-0.88,0.0,-0.49,-0.54,34.49,0
1448,0.029999997,152.0,-164.0,18136.0,-0.52,-0.48,0.0,-0.56,-0.53,34.48,0
1449,0.031,28.0,-280.0,18192.0,-0.88,-0.09,0.0,-0.62,-0.5,34.48,0
1450,0.031,160.0,-100.0,18264.0,-0.31,-0.5,0.0,-0.59,-0.47,34.48,0
1451,0.029999997,340.0,8.0,18004.0,0.03,-1.08,0.0,-0.53,-0.5,34.48,0
1452,0.029999997,236.0,-64.0,18372.0,-0.2,-0.74,0.0,-0.63,-0.5,34.48,0
1453,0.029999997,268.0,-336.0,18164.0,-1.06,-0.85,0.0,-0.61,-0.5,34.45,0
1454,0.031,76.0,-16.0,18112.0,-0.05,-0.24,0.0,-0.6,-0.47,34.42,0
1455,0.029999997,232.0,-216.0,18424.0,-0.67,-0.72,0.0,-0.62,-0.49,34.43,0
1456,0.031,244.0,-192.0,17964.0,-0.61,-0.78,0.0,-0.66,-0.49,34.4,0
1457,0.031,160.0,-112.0,18308.0,-0.35,-0.5,0.0,-0.67,-0.47,34.4,0
1458,0.029999997,232.0,-324.0,18136.0,-1.02,-0.73,0.0,-0.7,-0.49,34.38,0
1459,0.031,224.0,-172.0,18448.0,-0.53,-0.7,0.0,-0.76,-0.51,34.38,0
1460,0.031,128.0,-332.0,18180.0,-1.05,-0.4,0.0,-0.84,-0.52,34.36,0
1461,0.031,124.0,-320.0,18340.0,-1.0,-0.39,0.0,-0.81,-0.53,34.34,0
1462,0.029999997,232.0,-40.0,17988.0,-0.13,-0.74,0.0,-0.75,-0.53,34.32,0
1463,0.029999997,232.0,-84.0,18220.0,-0.26,-0.73,0.0,-0.81,-0.54,34.32,0
1464,0.031,232.0,-316.0,18460.0,-0.98,-0.72,0.0,-0.92,-0.53,34.3,0
1465,0.029999997,184.0,-72.0,18136.0,-0.23,-0.58,0.0,-0.98,-0.53,34.31,0
1466,0.031,340.0,-556.0,18256.0,-1.74,-1.07,0.0,-1.09,-0.55,34.28,0
1467,0.031,248.0,-156.0,18284.0,-0.49,-0.78,0.0,-1.22,-0.55,34.26,0
1468,0.031,260.0,-308.0,17972.0,-0.98,-0.83,0.0,-1.43,-0.54,34.25,0
1469,0.028999997,140.0,-520.0,18556.0,-1.61,-0.43,0.0,-1.51,-0.55,34.22,0
1470,0.031,180.0,-484.0,18456.0,-1.5,-0.56,0.0,-1.3,-0.62,34.22,0
1471,0.031,184.0,-636.0,18368.0,-1.98,-0.57,0.0,-1.3,-0.59,34.25,0
1472,0.029999997,4.0,-208.0,18096.0,-0.66,-0.01,0.0,-1.29,-0.53,34.25,0
1473,0.031,124.0,-392.0,18480.0,-1.22,-0.38,0.0,-1.22,-0.54,34.25,0
1474,0.031,112.0,-296.0,17976.0,-0.94,-0.36,0.0,-1.34,-0.5,34.24,0
1475,0.031,264.0,-376.0,18048.0,-1.19,-0.84,0.0,-1.45,-0.5,34.23,0
1476,0.029999997,244.0,-648.0,17964.0,-2.07,-0.78,0.0,-1.56,-0.46,34.22,0
1477,0.031,92.0,-364.0,18100.0,-1.15,-0.29,0.0,-1.63,-0.43,34.22,0
1478,0.029999997,272.0,-540.0,17892.0,-1.73,-0.87,0.0,-1.77,-0.42,34.21,0
1479,0.029999997,200.0,-888.0,18380.0,-2.77,-0.62,0.0,-1.93,-0.43,34.17,0
1480,0.031,140.0,-584.0,18312.0,-1.83,-0.44,0.0,-2.02,-0.42,34.17,0
1481,0.031,492.0,-2168.0,18440.0,-6.7,-1.52,0.0,-2.72,-0.5,34.06,0
1482,0.031,116.0,-656.0,18208.0,-2.06,-0.36,0.0,-2.89,-0.45,34.03,0
1483,0.029999997,84.0,-764.0,18040.0,-2.43,-0.27,0.0,-2.99,-0.42,33.99,0
1484,0.031,12.0,-920.0,18172.0,-2.9,-0.04,0.0,-3.04,-0.41,34.0,0
1485,0.031,84.0,-876.0,18156.0,-2.76,-0.26,0.0,-3.16,-0.39,33.99,0
1486,0.029999997,148.0,-1100.0,18440.0,-3.41,-0.46,0.0,-3.26,-0.38,33.99,0
1487,0.031,52.0,-972.0,18056.0,-3.08,-0.16,0.0,-3.4,-0.33,33.96,0
1488,0.029999997,28.0,-1192.0,18468.0,-3.69,-0.09,0.0,-3.62,-0.28,33.97,0
1489,0.031,132.0,-1076.0,17904.0,-3.44,-0.42,0.0,-3.91,-0.22,33.94,0
1490,0.031,56.0,-1288.0,18156.0,-4.06,-0.18,0.0,-4.18,-0.18,33.82,0
1491,0.031,-8.0,-1380.0,18260.0,-4.32,0.03,0.0,-4.52,-0.11,33.69,0
1492,0.029999997,0.0,-1368.0,18084.0,-4.33,0.0,0.0,-4.65,-0.05,33.66,0
1493,0.029999997,-104.0,-1520.0,18124.0,-4.79,0.33,0.0,-4.78,0.04,33.66,0
1494,0.031,-156.0,-1324.0,18148.0,-4.17,0.49,0.0,-4.9,0.11,33.64,0
1495,0.031,-108.0,-1472.0,17764.0,-4.74,0.35,0.0,-5.0,0.17,33.64,0
1496,0.031,-32.0,-1376.0,17960.0,-4.38,0.1,0.0,-5.06,0.22,33.62,0
1497,0.028999997,4.0,-1600.0,18252.0,-5.01,-0.01,0.0,-5.04,0.24,33.63,0
1498,0.031,-80.0,-1680.0,18108.0,-5.3,0.25,0.0,-5.06,0.26,33.64,0
1499,0.031,-204.0,-1292.0,18180.0,-4.06,0.64,0.0,-5.09,0.28,33.63,0
1500,0.028999997,-64.0,-1576.0,17980.0,-5.01,0.2,0.0,-5.18,0.3,33.63,0
1501,0.031,-84.0,-1864.0,18316.0,-5.81,0.26,0.0,-5.27,0.33,33.62,0
1502,0.031,-8.0,-1632.0,18232.0,-5.12,0.03,0.0,-5.36,0.37,33.61,0
1503,0.029999997,-108.0,-1672.0,18288.0,-5.22,0.34,0.0,-5.38,0.4,33.6,0
1504,0.029999997,-192.0,-1652.0,18032.0,-5.23,0.61,0.0,-5.54,0.45,33.6,0
1505,0.031,-36.0,-1628.0,18124.0,-5.13,0.11,0.0,-5.66,0.46,33.6,0
1506,0.031,8.0,-1780.0,17892.0,-5.68,-0.03,0.0,-5.76,0.48,33.6,0
1507,0.028999997,-136.0,-1852.0,18548.0,-5.7,0.42,0.0,-5.86,0.5,33.61,0
1508,0.031,-184.0,-1840.0,17904.0,-5.87,0.59,0.0,-5.95,0.54,33.6,0
1509,0.031,-280.0,-1700.0,18200.0,-5.34,0.88,0.0,-5.96,0.56,33.6,0
1510,0.031,-84.0,-1952.0,18060.0,-6.17,0.26,0.0,-6.05,0.58,33.59,0
1511,0.029999997,-176.0,-1896.0,18124.0,-5.97,0.55,0.0,-6.08,0.59,33.59,0
1512,0.031,-116.0,-1796.0,18140.0,-5.65,0.36,0.0,-6.12,0.62,33.59,0
1513,0.031,-224.0,-1680.0,18132.0,-5.29,0.7,0.0,-6.2,0.63,33.59,0
1514,0.031,-96.0,-1960.0,18112.0,-6.18,0.3,0.0,-6.32,0.63,33.58,0
1515,0.029999997,428.0,-3500.0,18916.0,-10.48,-1.27,0.0,-6.58,0.5,33.5,0
1516,0.031,-220.0,-1848.0,18220.0,-5.79,0.69,0.0,-6.76,0.57,33.49,0
1517,0.031,-104.0,-2000.0,18196.0,-6.27,0.33,0.0,-6.88,0.59,33.46,0
1518,0.029999997,-320.0,-1940.0,18220.0,-6.08,1.0,0.0,-6.93,0.63,33.46,0
1519,0.031,-232.0,-2140.0,18096.0,-6.74,0.73,0.0,-6.99,0.65,33.44,0
1520,0.031,-180.0,-2124.0,18268.0,-6.63,0.56,0.0,-7.04,0.66,33.45,0
1521,0.031,-160.0,-2228.0,17948.0,-7.08,0.51,0.0,-6.98,0.66,33.45,0
1522,0.029999997,-324.0,-1972.0,18084.0,-6.22,1.02,0.0,-6.97,0.68,33.45,0
1523,0.031,-392.0,-2164.0,17968.0,-6.87,1.24,0.0,-7.06,0.68,33.44,0
1524,0.031,-212.0,-2104.0,18144.0,-6.61,0.66,0.0,-7.16,0.66,33.43,0
1525,0.028999997,-120.0,-2144.0,18132.0,-6.74,0.38,0.0,-7.23,0.65,33.42,0
1526,0.031,-192.0,-2284.0,18284.0,-7.12,0.6,0.0,-7.26,0.67,33.4,0
1527,0.031,-244.0,-2072.0,17920.0,-6.59,0.77,0.0,-7.26,0.71,33.37,0
1528,0.031,-352.0,-2200.0,18056.0,-6.95,1.11,0.0,-7.32,0.74,33.37,0
1529,0.029999997,-204.0,-2124.0,18148.0,-6.67,0.64,0.0,-7.38,0.74,33.37,0
1530,0.031,-228.0,-2132.0,17884.0,-6.8,0.73,0.0,-7.56,0.74,33.37,0
1531,0.031,-140.0,-2316.0,18268.0,-7.23,0.44,0.0,-7.61,0.73,33.36,0
1532,0.029999997,-216.0,-2348.0,18128.0,-7.38,0.68,0.0,-7.65,0.75,33.36,0
1533,0.031,-32.0,-1520.0,16996.0,-5.11,0.11,0.0,-7.83,0.72,33.37,0
1534,0.031,-112.0,-2644.0,17848.0,-8.43,0.36,0.0,-7.94,0.72,33.33,0
1535,0.031,-160.0,-2304.0,17988.0,-7.3,0.51,0.0,-8.01,0.72,33.32,0
1536,0.029999997,-196.0,-2692.0,18060.0,-8.48,0.61,0.0,-8.11,0.73,33.31,0
1537,0.031,-256.0,-2416.0,17952.0,-7.66,0.81,0.0,-8.15,0.75,33.3,0
1538,0.031,-204.0,-2548.0,18240.0,-7.95,0.63,0.0,-8.28,0.76,33.31,0
1539,0.029999997,-152.0,-2460.0,17988.0,-7.79,0.48,0.0,-8.32,0.78,33.3,0
1540,0.031,-176.0,-2644.0,18040.0,-8.34,0.55,0.0,-8.34,0.79,33.31,0
1541,0.031,-308.0,-2624.0,18092.0,-8.25,0.97,0.0,-8.4,0.8,33.28,0
1542,0.031,-296.0,-2420.0,18108.0,-7.61,0.93,0.0,-8.53,0.8,33.27,0
1543,0.029999997,-168.0,-2788.0,18100.0,-8.76,0.53,0.0,-8.6,0.78,33.28,0
1544,0.029999997,-220.0,-2684.0,17948.0,-8.5,0.69,0.0,-8.67,0.8,33.27,0
1545,0.031,-160.0,-2772.0,17748.0,-8.88,0.51,0.0,-8.7,0.82,33.27,0
1546,0.031,-260.0,-4848.0,16840.0,-16.06,0.85,0.0,-9.63,0.78,33.19,0
1547,0.031,-392.0,-2436.0,17796.0,-7.79,1.25,0.0,-9.8,0.85,33.16,0
1548,0.031,-272.0,-2968.0,17916.0,-9.41,0.86,0.0,-9.89,0.89,33.12,0
1549,0.031,-260.0,-2816.0,17688.0,-9.04,0.83,0.0,-10.02,0.93,33.1,0
1550,0.029999997,-276.0,-3012.0,18152.0,-9.42,0.86,0.0,-10.17,0.96,33.09,0
1551,0.031,-280.0,-2972.0,17660.0,-9.55,0.9,0.0,-10.33,1.0,33.06,0
1552,0.031,-312.0,-3060.0,18036.0,-9.63,0.98,0.0,-10.57,1.07,33.0,0
1553,0.031,-328.0,-3380.0,17936.0,-10.67,1.03,0.0,-10.83,1.1,32.95,0
1554,0.031,-400.0,-3340.0,17892.0,-10.57,1.26,0.0,-10.95,1.14,32.91,0
1555,0.031,-348.0,-3132.0,17908.0,-9.92,1.1,0.0,-10.94,1.15,32.9,0
1556,0.032,-388.0,-3244.0,17908.0,-10.27,1.22,0.0,-10.99,1.17,32.9,0
1557,0.031,-452.0,-3220.0,17872.0,-10.21,1.43,0.0,-11.05,1.19,32.88,0
1558,0.029999997,-432.0,-3376.0,17888.0,-10.68,1.36,0.0,-11.17,1.23,32.88,0
1559,0.032,-416.0,-3492.0,17780.0,-11.11,1.32,0.0,-11.33,1.26,32.88,0
1560,0.031,-472.0,-3348.0,17880.0,-10.6,1.49,0.0,-11.47,1.3,32.87,0
1561,0.031,-488.0,-3532.0,17928.0,-11.14,1.53,0.0,-11.59,1.33,32.87,0
1562,0.031,-388.0,-3564.0,17720.0,-11.37,1.23,0.0,-11.63,1.37,32.85,0
1563,0.032,-536.0,-3448.0,17764.0,-10.98,1.7,0.0,-11.74,1.41,32.85,0
1564,0.031,-564.0,-3664.0,17792.0,-11.63,1.78,0.0,-11.92,1.45,32.87,0
1565,0.031,-568.0,-3656.0,17560.0,-11.76,1.81,0.0,-12.29,1.64,32.83,0
1566,0.031,-380.0,-3464.0,17720.0,-11.06,1.21,0.0,-12.56,1.7,32.81,0
1567,0.032,-540.0,-3820.0,17796.0,-12.11,1.7,0.0,-12.95,1.8,32.77,0
1568,0.031,-556.0,-3884.0,17688.0,-12.38,1.76,0.0,-13.24,1.9,32.69,0
1569,0.031,-600.0,-3808.0,17780.0,-12.08,1.89,0.0,-13.51,1.94,32.67,0
1570,0.031,-508.0,-3988.0,17572.0,-12.78,1.61,0.0,-13.66,1.96,32.69,0
1571,0.032,-520.0,-4364.0,17860.0,-13.73,1.62,0.0,-13.66,1.96,32.67,0
1572,0.029999997,-688.0,-3932.0,17668.0,-12.54,2.18,0.0,-13.67,1.98,32.66,0
1573,0.032,-656.0,-4112.0,17632.0,-13.12,2.08,0.0,-13.8,1.97,32.65,0
1574,0.031,-604.0,-4280.0,17584.0,-13.67,1.91,0.0,-13.88,2.01,32.63,0
1575,0.031,-612.0,-4180.0,17620.0,-13.34,1.94,0.0,-13.97,2.06,32.62,0
1576,0.031,-732.0,-4188.0,17752.0,-13.26,2.3,0.0,-14.09,2.12,32.61,0
1577,0.031,-688.0,-4256.0,17556.0,-13.62,2.18,0.0,-14.17,2.16,32.58,0
1578,0.032,-644.0,-4212.0,17552.0,-13.49,2.04,0.0,-14.33,2.2,32.57,0
1579,0.031,-536.0,-4264.0,17608.0,-13.61,1.69,0.0,-14.51,2.22,32.56,0
1580,0.031,-708.0,-4372.0,17536.0,-13.99,2.24,0.0,-14.67,2.23,32.59,0
1581,0.031,-904.0,-3484.0,17880.0,-11.01,2.84,0.0,-14.78,2.43,32.65,0
1582,0.032,-688.0,-4376.0,17352.0,-14.14,2.2,0.0,-15.07,2.51,32.67,0
1583,0.031,-832.0,-4604.0,17576.0,-14.66,2.62,0.0,-15.37,2.6,32.63,0
1584,0.031,-772.0,-4756.0,17380.0,-15.29,2.45,0.0,-15.59,2.67,32.6,0
1585,0.031,-724.0,-4844.0,17360.0,-15.58,2.3,0.0,-15.83,2.72,32.57,0
1586,0.032,-672.0,-4964.0,17144.0,-16.14,2.16,0.0,-16.02,2.77,32.55,0
1587,0.029999997,-896.0,-5000.0,17524.0,-15.9,2.81,0.0,-16.39,2.84,32.51,0
1588,0.032,-680.0,-4980.0,17044.0,-16.28,2.19,0.0,-16.64,2.81,32.44,0
1589,0.031,-872.0,-5228.0,17416.0,-16.69,2.75,0.0,-16.94,2.88,32.39,0
1590,0.031,-664.0,-5296.0,17040.0,-17.25,2.13,0.0,-17.42,2.94,32.31,0
1591,0.031,-820.0,-5424.0,17100.0,-17.58,2.62,0.0,-17.64,3.02,32.3,0
1592,0.031,-872.0,-5392.0,17300.0,-17.29,2.76,0.0,-17.93,3.09,32.26,0
1593,0.032,-816.0,-5560.0,17076.0,-18.02,2.6,0.0,-18.16,3.15,32.23,0
1594,0.031,-868.0,-5692.0,17104.0,-18.38,2.76,0.0,-18.33,3.2,32.23,0
1595,0.031,-960.0,-5648.0,17148.0,-18.2,3.04,0.0,-18.53,3.27,32.23,0
1596,0.031,-996.0,-5844.0,17144.0,-18.79,3.15,0.0,-18.64,3.32,32.24,0
1597,0.032,-928.0,-5740.0,17056.0,-18.57,2.95,0.0,-18.79,3.36,32.13,0
1598,0.029999997,-896.0,-5960.0,16892.0,-19.41,2.86,0.0,-19.01,3.39,32.07,0
1599,0.032,-1016.0,-6064.0,16928.0,-19.68,3.23,0.0,-19.33,3.5,32.01,0
1600,0.031,-1008.0,-6056.0,17040.0,-19.53,3.19,0.0,-19.87,3.66,31.85,0
1601,0.032,-896.0,-6164.0,17200.0,-19.69,2.81,0.0,-20.27,3.84,31.8,0
1602,0.031,-1220.0,-6208.0,16984.0,-20.03,3.86,0.0,-20.38,3.92,31.77,0
1603,0.031,-1072.0,-6128.0,17040.0,-19.74,3.39,0.0,-20.47,3.95,31.75,0
1604,0.032,-1048.0,-6468.0,16864.0,-20.95,3.32,0.0,-20.63,3.97,31.74,0
1605,0.032,-1096.0,-6304.0,16924.0,-20.39,3.47,0.0,-20.82,4.01,31.72,0
1606,0.031,-1148.0,-6404.0,16688.0,-20.95,3.67,0.0,-21.06,4.06,31.7,0
1607,0.031,-1196.0,-6420.0,16868.0,-20.79,3.79,0.0,-21.25,4.13,31.67,0
1608,0.032,-1192.0,-6604.0,16568.0,-21.68,3.82,0.0,-21.69,4.21,31.62,0
1609,0.032,-1108.0,-6672.0,16712.0,-21.72,3.52,0.0,-22.11,4.29,31.55,0
1610,0.029999997,-1128.0,-6780.0,16552.0,-22.23,3.61,0.0,-22.5,4.38,31.5,0
1611,0.032,-1216.0,-6928.0,16724.0,-22.45,3.84,0.0,-22.82,4.47,31.43,0
1612,0.032,-1268.0,-6968.0,16564.0,-22.76,4.04,0.0,-23.05,4.55,31.41,0
1613,0.032,-1336.0,-7128.0,16576.0,-23.2,4.23,0.0,-23.53,4.64,31.34,0
1614,0.029999997,-1424.0,-6296.0,15988.0,-21.42,4.74,0.0,-24.16,4.89,31.11,0
1615,0.032,-1332.0,-7528.0,16476.0,-24.49,4.21,0.0,-24.85,4.96,30.91,0
1616,0.032,-1388.0,-7680.0,16396.0,-25.02,4.38,0.0,-25.2,5.09,30.75,0
1617,0.029999997,-1320.0,-7620.0,16372.0,-24.89,4.18,0.0,-25.31,5.14,30.69,0
1618,0.032,-1360.0,-7832.0,16144.0,-25.8,4.33,0.0,-25.63,5.18,30.64,0
1619,0.032,-1316.0,-7844.0,16008.0,-26.03,4.22,0.0,-25.85,5.21,30.6,0
1620,0.032,-1496.0,-7788.0,16208.0,-25.57,4.76,0.0,-25.92,5.29,30.59,0
1621,0.029999997,-1504.0,-7968.0,16000.0,-26.37,4.81,0.0,-26.14,5.29,30.55,0
1622,0.032,-1348.0,-7660.0,15740.0,-25.87,4.4,0.0,-26.38,5.33,30.49,0
1623,0.032,-1336.0,-8068.0,16000.0,-26.68,4.26,0.0,-26.55,5.37,30.47,0
1624,0.032,-1512.0,-7988.0,15896.0,-26.58,4.86,0.0,-26.82,5.43,30.42,0
1625,0.029999997,-1376.0,-7992.0,15876.0,-26.63,4.43,0.0,-26.93,5.47,30.33,0
1626,0.032,-1452.0,-8100.0,15984.0,-26.78,4.63,0.0,-27.13,5.48,30.25,0
1627,0.032,-1440.0,-8272.0,15848.0,-27.47,4.61,0.0,-27.48,5.48,30.12,0
1628,0.031,-1496.0,-8084.0,16104.0,-26.56,4.75,0.0,-27.86,5.54,30.05,0
1629,0.031,-1316.0,-8596.0,15552.0,-28.84,4.24,0.0,-28.18,5.54,29.98,0
1630,0.032,-1460.0,-8432.0,15792.0,-28.0,4.66,0.0,-28.44,5.58,29.94,0
1631,0.032,-1612.0,-8604.0,15772.0,-28.49,5.13,0.0,-28.66,5.6,29.88,0
