id,dt,accel_x,accel_y,accel_z,accel_angle_x,accel_angle_y,accel_angle_z,angle_x,angle_y,angle_z
1174,0.029999997,-2055.28,15038.37,6500.0,65.63,7.15,0.0,64.93,12.04,55.39
1175,0.029999997,-2779.32,15094.46,6680.0,64.4,9.55,0.0,64.32,11.76,55.39
1176,0.028999997,-2591.36,14766.62,7012.0,63.16,9.01,0.0,63.22,11.53,55.28
1177,0.029999997,-2463.35,14686.96,7552.0,61.61,8.48,0.0,60.9,11.58,54.75
1178,0.029999997,-2043.42,14499.22,7680.0,61.29,7.1,0.0,59.09,11.12,54.69
1179,0.027999999,-2715.49,14931.49,8960.0,57.93,8.86,0.0,57.28,10.62,54.71
1180,0.029999997,-2663.58,14663.87,9712.0,55.53,8.61,0.0,54.65,10.06,54.51
1181,0.029999997,-2191.71,13576.26,9688.0,53.83,7.48,0.0,51.97,9.23,54.45
1182,0.028999997,-3047.79,13648.64,10276.0,51.87,10.11,0.0,49.38,8.7,54.37
1183,0.029999997,-1355.89,12585.06,11368.0,47.72,4.57,0.0,46.48,8.04,54.72
1184,0.029999997,-2431.95,12525.48,12556.0,44.42,7.81,0.0,43.59,7.64,54.67
1185,0.029999997,-1748.02,12169.79,11836.0,45.5,5.88,0.0,41.46,7.14,54.97
1186,0.028999997,-2128.11,11922.02,13236.0,41.66,6.81,0.0,39.9,6.56,54.91
1187,0.029999997,-2368.19,11398.22,13732.0,39.3,7.56,0.0,38.5,6.07,54.77
1188,0.031,-1972.27,10682.48,14644.0,35.88,6.21,0.0,36.77,5.5,54.47
1189,0.028999997,-1684.38,10658.71,14392.0,36.35,5.37,0.0,35.14,4.81,54.23
1190,0.029999997,-1648.47,9762.97,14584.0,33.65,5.36,0.0,33.34,4.18,54.06
1191,0.029999997,-1396.57,9515.25,15196.0,31.96,4.45,0.0,31.44,3.53,53.89
1192,0.029999997,-1348.65,9311.55,15188.0,31.42,4.33,0.0,29.41,3.04,53.83
1193,0.029999997,-1324.72,8863.8,15384.0,29.87,4.26,0.0,27.69,2.53,53.75
1194,0.029999997,-884.8,8416.04,16164.0,27.48,2.78,0.0,26.02,2.0,53.67
1195,0.029999997,-1180.86,7804.3,16092.0,25.82,3.77,0.0,24.25,1.64,53.57
1196,0.028999997,-952.91,7548.5,16272.0,24.86,3.04,0.0,22.87,1.32,53.55
1197,0.029999997,-636.96,7112.71,16592.0,23.2,2.02,0.0,21.42,0.95,53.4
1198,0.029999997,-557.04,6460.95,17128.0,20.67,1.74,0.0,19.8,0.44,53.35
1199,0.028999997,-685.12,6401.18,16940.0,20.69,2.16,0.0,18.22,-0.06,53.3
1200,0.029999997,-561.18,6053.4,17156.0,19.43,1.76,0.0,16.7,-0.5,53.19
1201,0.029999997,-321.24,5805.61,17372.0,18.48,1.0,0.0,15.24,-0.85,53.06
1202,0.029999997,-321.31,5117.8,17328.0,16.46,1.01,0.0,13.91,-1.3,52.93
1203,0.029999997,66.61,4474.0,17524.0,14.33,-0.22,0.0,12.6,-1.87,52.88
1204,0.029999997,342.52,4094.22,17676.0,13.04,-1.09,0.0,11.06,-2.47,52.86
1205,0.028999997,286.44,4002.43,17460.0,12.91,-0.92,0.0,9.62,-2.94,52.88
1206,0.029999997,230.36,3642.63,18092.0,11.39,-0.72,0.0,8.2,-3.52,52.87
1207,0.029999997,650.25,3170.83,17656.0,10.18,-2.08,0.0,6.89,-4.21,52.83
1208,0.029999997,866.19,2682.98,17412.0,8.75,-2.82,0.0,5.82,-4.61,52.94
1209,0.027999999,1114.15,2243.1,17756.0,7.19,-3.57,0.0,4.97,-4.9,53.04
1210,0.029999997,1282.09,2035.24,17872.0,6.48,-4.08,0.0,4.02,-5.25,53.14
1211,0.029999997,1142.04,1735.38,18584.0,5.33,-3.51,0.0,3.06,-5.61,53.28
1212,0.028999997,1218.01,1319.5,18248.0,4.13,-3.81,0.0,2.28,-5.79,53.42
1213,0.029999997,1054.0,1087.6,18456.0,3.37,-3.27,0.0,1.6,-5.84,53.54
1214,0.029999997,1042.01,823.68,18648.0,2.53,-3.2,0.0,1.04,-5.81,53.63
